customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
PLCO8,Pymble Ladies College,AUD,Kurt Schober,Net 30 Days,"PO Box 136, North Ryde BC NSW 1670 Australia","Avon Road, Pymble NSW 2073 Australia",27/01/2021,20/02/2021,17/07/2025
PLIN6,Plummers Industries Pty Ltd (Tee Plummer Family Trust),AUD,Jennifer Chen,COD,"PO Box  35, Cloverdale WA 6105 Australia","10 Wheeler Street, Belmont WA 6104 Australia",29/06/2020,,
PLUSFA,Plush-Think Sofas Pty Ltd,AUD,Kurt Schober,Net 30 Days,"Level 1, 121 Rayhur Street, Clayton South VIC 3169 Australia","Level 1, 121 Rayhur Street, Clayton South VIC 3169 Australia",28/04/2021,13/07/2021,13/07/2021
PLUSFA-3152-001,Plush Knox,AUD,Kurt Schober,Net 30 Days,"Level 1, 121 Rayhur Street, Clayton South VIC 3169 Australia","425 Burwood Hwy, Wantirna South VIC 3152 Australia",20/12/2021,28/01/2022,28/01/2022
PLUSFA-4305-001,Plush Toowoomba,AUD,Kurt Schober,Net 30 Days,"Level 1, 121 Rayhur Street, Clayton South VIC 3169 Australia","471 Hume st, Kearny's Spring QLD 4305 Australia",9/08/2021,19/08/2021,19/08/2021
PLUSFA-5031-001,Plush Mile End,AUD,Kurt Schober,Net 30 Days,"Level 1, 121 Rayhur Street, Clayton South VIC 3169 Australia","121 Railway Terrace, Mile End SA  Australia",22/11/2021,25/01/2022,25/01/2022
PMCM2,PMC Mechanical Services,AUD,Karen Riddell,COD,"11 Orangegrove Avenue, Unanderra NSW 2526 Australia",Australia,29/06/2020,31/07/2020,30/11/2023
PMCS2,PM Control Systems (Australia) Pty Ltd,AUD,Karen Riddell,Net 30 Days,"PO Box 319, Kingsgrove NSW 1480 Australia","Unit 1, 1 Wirega Avenue, Kingsgrove NSW 2208 Australia",29/06/2020,11/09/2020,6/03/2023
PMED2,Profile Medical Devices,AUD,Matt Bellingham,Net 30 Days,"PO Box 66, Edgecliff NSW 2027 Australia","866 Bourke Street, Waterloo  2017 Australia",29/07/2021,30/07/2021,30/07/2021
PMEL6,Perth Marine Electrical,AUD,Karen Riddell,COD,"16 Glensanda Way, Mindarie WA 6030 Australia","16 Glensanda Way, Mindarie WA 6030 Australia",29/06/2020,,
POAU2,Powerbox Australia Pty Ltd,AUD,Jennifer Chen,COD,"4 Beaumont Road, Mount Kuring-Gai NSW 2080 Australia","4 Beaumont Road, Mount Kuring-Gai NSW 2080 Australia",29/06/2020,,
POAU3,Powercor Australia Ltd,AUD,Jennifer Chen,Net 30 Days,"Locked Bag 14090, Melbourne City VIC 8001 Australia","Norman Street, Ballarat VIC 3355 Australia",29/06/2020,10/08/2020,8/10/2024
POCO8,Partners on Country,AUD,Karen Riddell,COD,"76 Denham St, Rockhampton QLD 4700 Australia","238 Quay Street, Rockhampton QLD 4700 Australia",26/10/2021,14/01/2022,25/10/2022
PODI4,Powerhouse Distribution P/L,AUD,Karen Riddell,COD,"48 Leyland Street, Garbutt QLD 4814 Australia","48 Leyland Street, Garbutt QLD 4814 Australia",29/06/2020,,
POEQ3,Power Equipment Pty Ltd,AUD,Karen Riddell,Net 30 Days,"10-12 Commercial Drive, Lynbrook VIC 3975 Australia","10-12 Commercial Drive, Lynbrook VIC 3975 Australia",29/06/2020,30/06/2020,2/07/2025
POES3,Powertech Electrical Services,AUD,Karen Riddell,COD,"57 Parry Road, Eltham North VIC 3095 Australia","57 Parry Road, Eltham North VIC 3095 Australia",17/04/2024,17/04/2024,17/04/2024
POFL2,Powerflo Solutions,AUD,Karen Riddell,COD,"98-102 Wetherill Street North, Silverwater NSW 2128 Australia","98-102 Wetherill Street North, Silverwater NSW 2128 Australia",16/05/2024,,
POIA3,Power Industries Australia,AUD,Karen Riddell,Net 30 Days,"38-40 Licola Crescent, Dandenong South VIC 3175 Australia","38-40 Licola Crescent, Dandenong South VIC 3175 Australia",29/06/2020,,
POMA2,Polaris Marine,AUD,Karen Riddell,COD,"Gate 2, James Craig Road, Rozelle NSW 2039 Australia","Gate 2, James Craig Road, Rozelle NSW 2039 Australia",29/06/2020,,
POMU2,Powerhouse Museum,AUD,Kurt Schober,Net 14 Days,"500 Harris Street, Ultimo NSW 2007 Australia","500 Harris Street, Ultimo NSW 2007 Australia",29/06/2020,21/07/2020,28/07/2023
POPE2,Premier Outdoor Power Equipment,AUD,Kurt Schober,COD,"5 Alliance Ave, Morisset NSW 2316 Australia","5 Alliance Ave, Morisset NSW 2316 Australia",19/09/2024,19/09/2024,6/12/2024
POTO8,Port of Townsville Ltd,AUD,Karen Riddell,COD,"Benwell Road, Townsville QLD 4810 Australia","Benwell Road, Townsville QLD 4810 Australia",29/06/2020,,
PPAE0,Pan Pacific Auto Electrics Ltd,AUD,Karen Riddell,Net 30 Days,"PO Box 69039, Glendene  645 New Zealand","Via DHL A/C 961254010,    New Zealand",29/06/2020,30/06/2020,5/08/2025
PPEN2,Peel Precision Engineering,AUD,Karen Riddell,COD,"14 Hinkler Road, Taminda NSW 2340 Australia","14 Hinkler Road, Taminda NSW 2340 Australia",29/06/2020,,
PRAG2,Providence Asset Group,AUD,Jennifer Chen,COD,"704/99-97 Bathurst St, Sydney NSW 2000 Australia",Sydney NSW 2052 Australia,3/09/2020,3/09/2020,25/05/2021
PRAL4,Provectus Algae,AUD,Jennifer Chen,COD,"14-16 Action Street, Noosaville QLD 4566 Australia","14-16 Action Street, Noosaville QLD 4566 Australia",22/12/2022,16/01/2023,16/01/2023
PRBLG,ProbeLogic Pty Ltd,AUD,Jennifer Chen,COD,"75 Farrall Road, Midvale WA 6056 Australia","75 Farrall Road, Midvale WA 6056 Australia",10/07/2024,23/07/2024,23/07/2024
PRIMA3,Prisma Made,AUD,Karen Riddell,COD,"23 St Andrews Way, Darley VIC 3340 Australia","23 St Andrews Way, Darley VIC 3340 Australia",17/01/2024,23/01/2024,23/01/2024
PRIMA3U,Prisma Made,USD,Karen Riddell,COD,"23 St Andrews Way, Darley VIC 3340 Australia","23 St Andrews Way, Darley VIC 3340 Australia",12/01/2024,12/01/2024,12/01/2024
PRIT4,Procureit,AUD,Karen Riddell,COD,"2/39 Griffin Crescent, Brendale QLD 4500 Australia","2/39 Griffin Crescent, Brendale QLD 4500 Australia",23/01/2023,23/01/2023,2/05/2025
PRMA0,Progress Rail Manufacturing Corporation |,AUD,Jennifer Chen,Net 30 Days,"PO Box 2377, La Grange  IL  60525 USA","PO Box 2377, La Grange  IL  60525 USA",29/06/2020,30/06/2020,28/04/2025
PRMA0U,Progress Rail Manufacturing Corporation,USD,Jennifer Chen,Net 30 Days,Australia,"3500 S COWAN RD, MUNCIE IL IN 47302 Australia",15/10/2024,11/12/2024,22/04/2025
PRMA2,Progress Rail Rail Services Electro-Motive Maint Operation,AUD,Jennifer Chen,Net 45 Days,"PO Box 367, Noth Revesby NSW 2212 Australia","PO Box 367, Noth Revesby NSW 2212 Australia",29/06/2020,,
PRMA21,Progress Rail Australia P/L,AUD,Jennifer Chen,Net 45 Days,"PO BOX 3226, Glendale NSW 2285 Australia","94 Glendale Drive, Glendale NSW 2285 Australia",29/06/2020,30/06/2020,29/07/2025
PRMK8,Prahran Market Pty Ltd,AUD,Kurt Schober,Net 30 Days,"163 Commercial Road, South Yarra VIC 3141 Australia","163 Commercial Road, South Yarra VIC 3141 Australia",29/06/2020,8/04/2021,18/09/2024
PRMU2,Premier Mushrooms Pty Ltd,AUD,Karen Riddell,COD,"182 Boundary Road, Glossodia NSW 2756 Australia","182 Boundary Road, Glossodia NSW 2756 Australia",29/06/2020,,
PROA2,Professional Automation P/L,AUD,Jennifer Chen,Net 30 Days,"Building B  Unit 13, 64 Talavera Road, Macquarie Park NSW 2113 Australia","Building B  Unit 13, 64 Talavera Road, Macquarie Park NSW 2113 Australia",29/06/2020,30/06/2020,30/06/2020
PROE3,ProQuip,AUD,Karen Riddell,COD,"67 Chisholm Crescebt, Kewdale WA 6105 Australia","67 Chisholm Crescebt, Kewdale WA 6105 Australia",10/10/2023,10/10/2023,10/10/2023
PRPO4,PR Power,AUD,Karen Riddell,COD,"41 Production Avenue, Molendinar QLD 4214 Australia","41 Production Avenue, Molendinar QLD 4214 Australia",30/03/2023,30/03/2023,30/03/2023
PRPU2,Prime Pumps Pty Ltd,AUD,Jennifer Chen,30 Days EOM,"55-57 Edward Street, Riverstone NSW 2765 Australia","55-57 Edward Street, Riverstone NSW 2765 Australia",29/06/2020,,
PRSE2,Premiair Services Pty Ltd (Atf Xiberras Family Trust),AUD,Karen Riddell,30 Days EOM,"26 Clay Place, Eastern Creek NSW 2766 Australia","26 Clay Place, Eastern Creek NSW 2766 Australia",29/06/2020,3/07/2023,4/07/2023
PSCO8A,Parkes Shire Council,AUD,Karen Riddell,COD,"PO Box 337, Parkes NSW 2870 Australia","PO Box 337, Parkes NSW 2870 Australia",29/06/2020,9/04/2025,9/04/2025
PSIF3,PSI Fluid Power,AUD,Karen Riddell,COD,"PO Box 788, Bayswater VIC 3180 Australia","9/7 Samantha Court, Knoxville VIC 3180 Australia",10/10/2023,2/11/2023,2/11/2023
PSSC8,Port Stephens Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 42, Raymond terrace NSW 2324 Australia","Cnr Kangaroo & Freeth Street, Raymond terrace NSW 2324 Australia",29/06/2020,6/06/2023,28/05/2025
PSSC81,Port Stephens Shire Council - Raymond,AUD,Karen Riddell,COD,"116 Adelaide St, Raymond Terrace NSW 2324 Australia","116 Adelaide St, Raymond Terrace NSW 2324 Australia",29/06/2020,11/01/2021,11/01/2021
PSSC82,Port Stephens Shire Council - Nelson Bay,AUD,Karen Riddell,COD,"Nelson Bay Depot, Nelson Bay NSW 2315 Australia","Nelson Bay Depot, Nelson Bay NSW 2315 Australia",29/06/2020,,
PTAU4,P.T. Automation Solutions,AUD,Jennifer Chen,COD,"Unit 2, 6 Indy Court, Nerang QLD 4211 Australia","Unit 2, 6 Indy Court, Nerang QLD 4211 Australia",29/06/2020,31/08/2021,31/08/2021
PTBM0U,PT BLACKMAGIC DESIGN,USD,Jennifer Chen,Net 30 Days,Batam  29433 Indonesia,Batam  29433 Indonesia,1/07/2020,30/06/2020,6/10/2023
PTCE6,Public Transport Authority,AUD,Jennifer Chen,Net 14 Days,"116 West Parade, Perth WA 6000 Australia","116 West Parade, Perth WA 6000 Australia",29/06/2020,4/08/2020,14/09/2022
PWBS8,Primewest Funds Ltd Atf Brassall Shopping Centre,AUD,Kurt Schober,Net 30 Days,Australia,Australia,29/06/2020,30/06/2020,30/06/2020
PWLM6,PathWest Laboratory Medicine WA,AUD,Jennifer Chen,Net 30 Days,"Hospital Avenue, Nedlands WA 6009 Australia","C/o J Block Basement Ramp, Hospital Ave, Nedlands WA 6009 Australia",6/08/2020,7/08/2020,5/06/2025
PWPL8,QACPF Pittwater Place Pty Ltd ATF QACPF Pittwater Place Trust ABN 63218440681,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Pty Ltd Locked Bag 2003, Archerfield QLD 4108 Australia","10 Park Street, Mona Vale NSW 2103 Australia",29/06/2020,,
PWSE7,Tasmania Parks and Wildilfe Service,AUD,Karen Riddell,Net 30 Days,"GPO Box 1751, Hobart TAS 7000 Australia","Level 7, 134 Macquarie St, Hobart TAS 7000 Australia",29/06/2020,30/06/2020,4/06/2025
QFIS4,Queensland Fuel Injection Service,AUD,Karen Riddell,Net 30 Days,"553 Boundary Street, Toowoomba QLD 4350 Australia","553 Boundary Street, Toowoomba QLD 4350 Australia",29/06/2020,4/09/2020,28/07/2025
QILP8,Quilpie Shire,AUD,Karen Riddell,Net 30 Days,"PO Box 57, Quilpie QLD 4480 Australia","PO Box 57, Quilpie QLD 4480 Australia",29/06/2020,30/06/2020,19/10/2020
QISHM,QISH Medical,USD,Jennifer Chen,COD,"Building no.117, Al Jazira Al Arabiya St, Al Messila, P.O. Box 10648, Doha   Qatar","Building no.117, Al Jazira Al Arabiya St, Al Messila, P.O. Box 10648, Doha   Qatar",28/11/2024,,
QLDT4,Queensland Uni Of Technology Facilities Management,AUD,Jennifer Chen,COD,"Victoria Park Road, Kelvin Grove QLD 4059 Australia","Victoria Park Road, Kelvin Grove QLD 4059 Australia",29/06/2020,30/06/2020,5/08/2020
QPWS01,Qld Parks & Wildlife Service - Mossman,AUD,Karen Riddell,COD,"212R Mossman Gorge Rd, Mossman QLD 4873 Australia","212R Mossman Gorge Rd, Mossman QLD 4873 Australia",29/06/2020,,
QPWS02,Qld Parks & Wildlife Service - Parkhurst,AUD,Karen Riddell,COD,"61 Yeppoon Road, Parkhurst QLD 4702 Australia","61 Yeppoon Road, Parkhurst QLD 4702 Australia",29/06/2020,19/01/2022,14/11/2024
QPWS03,Qld Parks & Wildlife Services - Daisy Hill,AUD,Karen Riddell,Net 30 Days,"253 Daisy Hill Rd, Daisy Hill QLD 4127 Australia","253 Daisy Hill Rd, Daisy Hill QLD 4127 Australia",29/06/2020,5/09/2020,18/04/2024
QPWS04,Qld Parks & Wildlife - Beechmont,AUD,Karen Riddell,COD,"890 Binna Burra Rd, Beechmont QLD 4211 Australia","890 Binna Burra Rd, Beechmont QLD 4211 Australia",29/06/2020,6/02/2023,21/02/2023
QPWS05,Qld Parks & Wildlife - Cairns,AUD,Karen Riddell,COD,"Northern Region - Lvl 2 William Mccormack Place 5B Sheridan St, Cairns QLD 4870 Australia","Northern Region - Lvl 2 William Mccormack Place 5B Sheridan St, Cairns QLD 4870 Australia",29/06/2020,,
QPWS06,Qld Parks & Wildlife - Cardwell,AUD,Karen Riddell,COD,"Gregory Street, Cardwell QLD 4849 Australia","Gregory Street, Cardwell QLD 4849 Australia",29/06/2020,23/03/2022,29/03/2022
QPWS07,Qld Parks & Wildlife - Toowoomba,AUD,Karen Riddell,Net 30 Days,"203 Tor Street, Toowoomba QLD 4350 Australia","203 Tor Street, Toowoomba QLD 4350 Australia",29/06/2020,2/12/2021,12/06/2025
QPWS08,Qld Parks & Wildlife Service - Kingaroy,AUD,Karen Riddell,Net 30 Days,"PO Box 23, Kingaroy QLD 4610 Australia","214 Kingaroy Cooyar Rd, Kingaroy QLD 4610 Australia",29/06/2020,13/07/2021,13/07/2021
QPWS09,Qld Parks & Wildlife Service - Ripplecreek,AUD,Karen Riddell,COD,"PO Box 1293, Ingham QLD 4850 Australia","58 Fulton Drive, Ripplecreek via Ingham QLD 4850 Australia",29/06/2020,25/02/2021,27/03/2024
QPWS10,Qld Parks and Wildlife Service - Longreach,AUD,Karen Riddell,COD,"Lansborough Highway, Longreach QLD 4730 Australia","Lansborough Highway, Longreach QLD 4730 Australia",29/06/2020,15/05/2024,15/05/2024
QPWS11,Queensland Parks & Wildlife Service & Partnerships,AUD,Karen Riddell,Net 30 Days,"Pyramids Rd, Ballandean QLD 4382 Australia","Pyramids Rd via Ballandean, Ballandean QLD 4382 Australia",12/10/2020,14/10/2020,5/02/2021
QPWS12,Queensland Parks & Wildlife Service & Partnerships,AUD,Karen Riddell,Net 30 Days,"20214 Mount MOffatt Road, Mitchell QLD 4465 Australia","20214 Mount MOffatt Road, Mitchell QLD 4465 Australia",1/04/2021,1/04/2021,1/04/2021
QPWS13,Dept.of Environment & Science,AUD,Karen Riddell,Net 30 Days,"Kabool Road, West Burleigh QLD 4219 Australia","Kabool Road, West Burleigh QLD 4219 Australia",20/01/2022,24/01/2022,24/01/2022
QPWS14,Queensland Parks & Wildlife Service & Partnerships,AUD,Karen Riddell,Net 30 Days,"24 Beckmans Road, Tewantin QLD 4565 Australia","24 Beckmans Road, Tewantin QLD 4565 Australia",1/06/2022,2/06/2022,2/06/2022
QPWS15,Queensland Parks & Wildlife Service - Walkabout Creek,AUD,Karen Riddell,Net 30 Days,"60 Mount Nebo Road, Enoggera Reservoir QLD 4520 Australia","60 Mount Nebo Road, Enoggera Reservoir QLD 4520 Australia",31/05/2023,6/06/2023,6/06/2023
QPWS16,Queensland Parks and Wildlife Service & Partnerships,AUD,Karen Riddell,Net 30 Days,"13394 Tonkoro Road, Vergemont QLD 4730 Australia","13394 Tonkoro Road, Vergemont QLD 4730 Australia",21/09/2023,25/09/2023,25/09/2023
QPWS17,Queensland Parks & Wildlife,AUD,Karen Riddell,Net 30 Days,"PMB 1001, Blackall QLD 4472 Australia","PMB 1001, Blackall QLD 4472 Australia",12/02/2024,13/02/2024,13/02/2024
QPWS18,Queensland Parks & Wildlife,AUD,Karen Riddell,Net 30 Days,"4575 Jundah Quilpie Rd, Jundah QLD 4730 Australia","4575 Jundah Quilpie Rd, Jundah QLD 4730 Australia",22/07/2024,22/07/2024,22/07/2024
QPWS813,Queensland Parks & Wildlife Service and Partnership,AUD,Karen Riddell,Net 30 Days,"60 Mt Nebo Road, The Gap QLD 4061 Australia","60 Mt Nebo Road, The Gap QLD 4061 Australia",12/05/2022,13/05/2022,13/05/2022
QPWS8T,Queensland Parks & Wildlife Service & Partnerhships,AUD,Karen Riddell,Net 30 Days,"PO Box 23, Kingaroy QLD 4610 Australia","203 Tor Street, Toowoomba QLD 4350 Australia",11/08/2021,,
QUHE4,Queensland Health Townsville Hospital & Health Service,AUD,Anthony Cuoco,Net 30 Days,"PO .Box 670, Townsville QLD 4810 Australia","Townsville Hospital Campus 100 Angus Smith Drive, Douglas QLD 4814 Australia",29/06/2020,14/08/2020,19/02/2021
R4RO4,R4 Robotics,AUD,Jennifer Chen,COD,"PO Box 5407, Maroochydore QLD 4558 Australia",Nambour QLD 4560 Australia,9/09/2020,7/10/2020,7/10/2020
RAEL4,Ritson Auto Electrics,AUD,Karen Riddell,COD,"PO Box 1584, Emerald QLD 4720 Australia","6 Old Sheep Yard Place, Emerald QLD 4720 Australia",29/06/2020,7/12/2022,7/12/2022
RATCO,Ratio Consultants Pty Ltd,AUD,Matt Bellingham,COD,"8 Gwynne Street, Cremorne VIC 3121 Australia","8 Gwynne Street, Cremorne VIC 3121 Australia",30/11/2023,8/12/2023,1/05/2024
RBGA2,The Royal Botanic Gardens and Domain Trust,AUD,Kurt Schober,Net 30 Days,"PO Box 1967, Hurstville BC NSW 1481 Australia","Mrs Macquaries Road, Sydney NSW 2000 Australia",29/06/2020,22/08/2020,6/08/2025
RBSE2,RONDO BUILDING SERVICES P/L,AUD,Jennifer Chen,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
RCMB8,The Rural City of Murray Bridge,AUD,Karen Riddell,COD,"PO Box 421, Murray Bridge SA 5253 Australia","PO Box 421, Murray Bridge SA 5253 Australia",29/06/2020,,
RCTE6,Remote Control Technologies P/L,AUD,Jennifer Chen,Net 30 Days,"PO Box 291, Cloverdale WA 6985 Australia","Unit 1-6, 511 Abernethy Road, Kewdale WA 6105 Australia",29/06/2020,30/06/2020,23/07/2025
RDPA4,R D Pearce & Associates P/L,AUD,Karen Riddell,Net 30 Days,"11 Bangalow Street, Victoria Point QLD 4165 Australia","11 Bangalow Street, Victoria Point QLD 4165 Australia",29/06/2020,,
REAU2L,Lear & Smith Elec. Wholesalers (A Div Rexel Group Aust P/L),AUD,Jennifer Chen,Net 30 Days,"(A Div Relex Group Aust P/L) PO Box 1036, North Ryde NSW 1670 Australia","Unit 1 64 Barber Street, Gunnedah NSW 2380 Australia",29/06/2020,5/01/2021,11/02/2021
REAU2M,Rexel Electrical Supplies Pty Ltd,AUD,Karen Riddell,Net 30 Days,"PO Box 554, North Ryde NSW 1670 Australia","22-26 Mandible Street, Alexandria NSW 2015 Australia",29/06/2020,18/12/2020,28/05/2025
REFI8,YFG Shopping Centres & Australia Fair Northeast,AUD,Kurt Schober,Net 14 Days,"c/- Retail First Pty Ltd (AUST01) Australia Fair Northeast PO Box 737, Sunnybank QLD 4109 Australia","(AUST01) Australia Fair Northeast 42 Marine Parade, Southport QLD 4215 Australia",29/06/2020,30/06/2020,30/06/2020
REFI8A,YFG SHOPPING CENTRES & TRONDAGE UNITED PTY LTD,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
REFI8B,YFG SHOPPING CENTRES &,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
REFI8C,(OWREDB) YFG SHOPPING CENTRES,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
REFI8D,(OWASPL) YFG Shopping Centres Pty Ltd,AUD,Kurt Schober,Net 30 Days,"for Lin Family Trust No 2 NXS #: 002911 - ASPL01  c/- Retail First Pty Ltd PO BOX 737, SUNNYBANK QLD 4109 Australia","59 Albany Creek Road, ASPLEY QLD 4034 Australia",1/07/2020,30/06/2020,3/09/2024
REGE4,Reactive Generators,AUD,Karen Riddell,COD,"5 Melinda Court, Springwood QLD 4127 Australia","5 Melinda Court, Springwood QLD 4127 Australia",10/12/2024,10/12/2024,29/04/2025
REMT3,Remtron Automation Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"Unit 12/2 Sibthorpe St, Braeside VIC 3195 Australia","444 Wilson Street, Albury NSW 2640 Australia",9/07/2020,19/07/2020,2/05/2023
RENAUS,Renascent Australia Pty Ltd,AUD,Kurt Schober,Net 30 Days,"Level 4/174 Pacific Hwy, St Leonards NSW 2065 Australia","Level 4/174 Pacific Hwy, St Leonards NSW 2065 Australia",15/03/2023,25/05/2023,25/05/2023
RESO2,GN Hearing Australia Pty Ltd,AUD,Karen Riddell,Net 30 Days,"Locked Bag 2210, North Ryde Bc NSW 1670 Australia","Macquarie Technology Park Gate B 40-52 Talavera Road, Macquarie Park NSW 2113 Australia",29/06/2020,21/09/2020,29/09/2023
RETO2,Renzo & Tonin & Associates Pty Ltd,AUD,Matt Bellingham,Net 30 Days,"PO Box 877, Strawberry Hills NSW 2012 Australia","Lvl 1, 418a Elizabeth Street, Surry Hills NSW 2010 Australia",7/05/2021,28/05/2021,26/06/2024
RETS3,Redflex Traffic Systems P/L,AUD,Jennifer Chen,Net 30 Days,"31 Market Street, South Melbourne VIC 3205 Australia","31 Market Street, South Melbourne VIC 3205 Australia",29/06/2020,26/08/2020,22/12/2021
REVI0,Redbyte Design Pty Ltd,USD,Jennifer Chen,Net 30 Days,"Unit 5, 11 Precision Place, Vineyard NSW 2765 Australia","Unit 5, 11 Precision Place, Vineyard NSW 2765 Australia",29/06/2020,17/07/2020,16/07/2025
RHCR2,WALSH & COMPANY INVESTMENTS,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
RICMA,Richardson Marine,AUD,Kurt Schober,COD,"1058 Raglan Parade, Warrnambool VIC 3280 Australia","1058 Raglan Parade, Warrnambool VIC 3280 Australia",23/06/2022,24/06/2022,24/06/2022
RICO2,Drill Doctors Pty Ltd,AUD,Karen Riddell,Net 30 Days,"82A Mustand Drive, Rutherford NSW 2320 Australia","82A Mustand Drive, Rutherford NSW 2320 Australia",29/06/2020,30/06/2020,3/04/2025
RIMQ7,Rivtow Marine Queensland P/L,AUD,Karen Riddell,COD,"The Esplanade, Hay Point QLD 4740 Australia","The Esplanade, Hay Point QLD 4737 Australia",29/06/2020,23/03/2022,5/02/2024
RIOT6,Pilbara Iron,AUD,Jennifer Chen,Net 30 Days,"152 St Georges Terrace Level 18, Central Park, Perth Airport WA 6105 Australia","13 Yagine Close, Perth Airport WA 6105 Australia",29/06/2020,28/07/2023,28/07/2023
RIOT6U,Pilbara Iron Company (Services) Pty Ltd,USD,Jennifer Chen,Net 30 Days,"152 St Georges Terrace Level 18, Central Park, Perth Airport WA 6105 Australia","13 Yagine Close, Perth Airport WA 6105 Australia",20/03/2024,3/07/2024,3/07/2024
RIOTN6,Rio Tinto,AUD,Jennifer Chen,COD,"152-158 St Geroges Terrace, Perth WA  Australia","11 George Wiencke Drive, Perth Airport WA 6105 Australia",11/07/2025,14/07/2025,14/07/2025
RIPG3,Riviera Pumps & Generators,AUD,Karen Riddell,COD,"679 Princes Highway, Bairnsdale VIC 3875 Australia","679  Princes Highway, Bairnsdale VIC 3875 Australia",29/06/2020,4/12/2020,25/01/2024
RJMCD2,RJM Complete Diesel,AUD,Karen Riddell,COD,"151 Industrial Drive, Oak Flats NSW 2529 Australia","151 Industrial Drive, Oak Flats NSW 2529 Australia",31/03/2025,31/03/2025,31/03/2025
RKFE2,RKF Engineering Services,AUD,Karen Riddell,COD,"1 Lowden Square, Wollongong NSW 2500 Australia","1 Lowden Square, Wollongong NSW 2500 Australia",29/06/2020,,
RMEM8,R.M.E.M Engineering,AUD,Jennifer Chen,COD,"34-40 Vinnicombe Drive, Canning Vale WA 6155 Australia","34-40 Vinnicombe Drive, Canning Vale WA 6155 Australia",29/06/2020,27/11/2020,4/08/2025
RMEQ4,Russell Mineral Equipment P/L,AUD,Jennifer Chen,COD,"313 Mcdougall Street, Toowoomba QLD 4350 Australia","313 Mcdougall Street, Toowoomba QLD 4350 Australia",29/06/2020,19/10/2020,19/10/2020
RMLE2B,DOWNER EDI ENGINEERING,AUD,Karen Riddell,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
RMPL8A,Ispt Pty Ltd Richmond Marketplace,AUD,Kurt Schober,Net 30 Days,Australia,Australia,29/06/2020,,
ROBO3,Robert Bosch (Australia) Pty Ltd,AUD,Jennifer Chen,30 Days EOM,"Locked Bag 66, Clayton South VIC 3169 Australia","Locked Bag 66, Clayton South VIC 3169 Australia",29/06/2020,,
ROBO3U,Robert Bosch (Australia) P/L,USD,Jennifer Chen,Net 30 Days,"Locked Bag 66, Clayton South VIC 3169 Australia","Locked Bag 66, Clayton South VIC 3169 Australia",29/06/2020,,
ROIN0,Roadinfor Nordic AB,AUD,Karen Riddell,COD,"Ekhagsvagen 15, Segeltorp  14171 Sweden","Ekhagsvagen 15, Segeltorp  14171 Sweden",8/09/2020,14/09/2020,14/09/2020
ROLA2,Rollers Australia,AUD,Karen Riddell,COD,"21 Astill Drive, Orange NSW 2800 Australia","21 Astill Drive, Orange NSW 2800 Australia",29/06/2020,,
ROPL0,Robotics Plus,USD,Jennifer Chen,COD,"185 Taurikura Drive, Tauranga Bay of Plenty  3110 New Zealand","185 Taurikura Drive, Tauranga Bay of Plenty  3110 New Zealand",3/05/2023,29/05/2023,29/05/2023
RORC8,Rockhampton Regional Council,AUD,Karen Riddell,Net 30 Days,"PO Box 1860, Rockhampton QLD 4700 Australia","13 Dooley St, Park Avenue QLD 4701 Australia",29/06/2020,4/02/2021,16/07/2025
RORK8,Rork Projects Pty Ltd (Under Administration),AUD,Kurt Schober,30 Days EOM,"GPO Box 3591, Sydney NSW 2001 Australia","Port Hacking Road, Sylvania NSW 2224 Australia",17/09/2020,5/11/2020,20/02/2021
ROSYS2,Robotic Systems Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"Unit 3/11 McIntosh Drive, Mayfield West NSW 2304 Australia","Unit 3/11 McIntosh Drive, Mayfield West NSW 2304 Australia",29/03/2021,26/04/2021,26/04/2021
ROWI0,Rotor & Wing,AUD,Karen Riddell,COD,"PO Box 372, Taupo  3351 New Zealand","1175 Anzac Memorial Drive, Taupo  3378 New Zealand",3/06/2022,6/06/2022,9/05/2023
RSFA4,Richards Steel Fabricaition Pty Ltd,AUD,Karen Riddell,COD,"11 Coghill Drive, Currumbin QLD 4223 Australia","11 Coghill Drive, Currumbin QLD 4223 Australia",30/07/2024,5/08/2024,5/08/2024
RTAG2,Road & Maritime Services,AUD,Karen Riddell,Net 30 Days,"34 Heber Street, South Grafton NSW 2460 Australia","34 Heber Street, South Grafton NSW 2460 Australia",4/08/2020,5/08/2020,5/08/2020
