itemCode,itemName,longDescription,totalStock,qtyInWhs01,qtyInDemoWhs,qtyInTS01Whs,qtyInNSW01Whs,qtyInQLD01Whs,qtyInVIC01Whs,qtyInWA01Whs
AMDP0046,OY.P10B381010,AOH)(TF)Plastic.Mylar.MIC Cloth.?8mm*0.35mm.ONYX-BE381,10,10,0,0,0,0,0,0
AMDP0047,OY.2130319300,(TF)Sponge.TPR.ONYX-193.405*6*0.8mm,24,24,0,0,0,0,0,0
AMDP00478,OY.170005020J,(AOH)(TF)USB CABLE.5P for OPM-V02C-06 5MP Camera,0,0,0,0,0,0,0,0
AMDP0048,OY.170430020K,(AOH)(TF)LCD Cable.30P.DF-13.30P.FI-X30H.20cm.For VENUS-192/222,2,2,0,0,0,0,0,0
AMDP0050,OY.1705060252,(AOH)(TF)LED Backlight Cable.6P 1.0mm Housing.6P 1.0mm Housing.25cm.For ZEUS-227B,3,3,0,0,0,0,0,0
AMDP0051,OY.12540511V2,(AOH)(TF)LED Driving board.DC to DC.HWA YOUN.QF511V1.13S.FOR MAT-227.w/T215HVN01_V0 lcd panel,1,1,0,0,0,0,0,0
AMDP0060,OY.9686805N00,(AOH)(TF)RFID Module.125 kHz Proximity&.13.56 MHz Contactless.RFIDeas.RDR-805N2AKU-WM36,1,1,0,0,0,0,0,0
AMDP0061,OY.1998V22350,(AOH)(TF)Mylar.RFID.Rev. 0.0.VENUS-223.IMMENSE POWER.IP-RF100-40-140,1,1,0,0,0,0,0,0
AMDP0062,OY.1703050503,(AOH)(TF)RFID Cable.5P 1.25mm Housing.4P 2.0mm Housing.50cm.for RFIDeas,3,3,0,0,0,0,0,0
AMDP0063,OY.175011901M >,"AIO  CMOS Battery - ?????/??????,(TF)BATTERY.3V.w/Wire 110mm.MITSUBISHI.Longtrump.CR2032-HAT00(MLF)",0,0,0,0,0,0,0,0
AMDP0064,OY.P60V243001,(AOH)(TF)Plastic.Glass.589.64*359.06*2.85mm.Venus-243.capway.CW19238-238404B,9,9,0,0,0,0,0,0
AMDP0065,OY.1998V24302,(AOH)(TF)Mylar.Function Key For RFID.Rev0.0.VENUS-243.(onyx logo in the middle),8,8,0,0,0,0,0,0
AMDP0070,OY.MM.VENUS223 RFID KIT,,0,0,0,0,0,0,0,0
AMDP0071,OY.1703050506,(AOH)(TF)RFID Cable.5P 1.25mm Housing.4P 2.0mm Housing.40cm.for RFIDeas,0,0,0,0,0,0,0,0
AMDP0072,OY.1998V22310,(AOH)(TF)MYLAR.FOR FUNCTION KEY+RFID.Rev. 0.0.VENUS-223,11,11,0,0,0,0,0,0
AMDP0073,OY.1998VS1908,(AOH)(TF).THERMAL PAD FOR RFID.VENUS-19.20*20.5.0mm.XR-HL,22,22,0,0,0,0,0,0
AMDP0074,OY.9686805N01,(AOH)(TF)RFID Module.Interface USB.RFIDeas.OEM-805N2AKU,0,0,0,0,0,0,0,0
AMDP0075,OY.M10V223030,LCD bracket,0,0,0,0,0,0,0,0
AMDP0080,MM.VENUS224 RFID KIT,RFID Kit for Venus224,0,0,0,0,0,0,0,0
AMDP0081,OY.L215HAN014,"(TF).TFT LCD.LED backlight.21.5"".250nits.1920x1080.AUO.G215HAN01.3",0,0,0,0,0,0,0,0
AMDP0082,OY.1990228000,(AOH)(TF)Sponge.405*6*2mm.Zeus228,0,0,0,0,0,0,0,0
AMDP0083,OY.M00V224080,(AOH)(TF)Metal.Fe.LCDBKTL(G Panel).Rev0.0.Venus-224,0,0,0,0,0,0,0,0
AMDP0084,OY.M00V224091,(AOH)(TF)Metal.Fe.LCDBKTR(G Panel).Rev1.0.Venus-224,0,0,0,0,0,0,0,0
AMDP0085,OY.1705060406,(AOH)(TF)LED driving cable.6P Housing.6P Housing.40cm,0,0,0,0,0,0,0,0
AMDP0086,OY.P60V224001,(AOH)(TF)Plastic.Glass(CG only).Rev1.0.504.9*309.5*2.64mm,0,0,0,0,0,0,0,0
AMDP0087,OY.P90V224160,(AOH)(TF)Plastic.PC+ABS.Front Cover(Black).PMS Black C H27.Rev0.0.Venus224,0,0,0,0,0,0,0,0
AMDP0088,OY.1998V224K0,(AOH)(TF)Function Key.Black/No OSD.Rev0.0.Venus224,0,0,0,0,0,0,0,0
AMDP0089,OY.1998V22460,(AOH)(TF)Camera Mylar.Rev0.0.Venus224,0,0,0,0,0,0,0,0
AMDP0090,OY.1998V22480,(AOH)(TF)Alarm Mylar.Rev0.0.Venus224,0,0,0,0,0,0,0,0
AMDP0091,OY.9741V24401,Batt Box ASM (R),1,1,0,0,0,0,0,0
AMDP0092,OY.9741V24411,Batt Box ASM (L),3,3,0,0,0,0,0,0
AMDP0093,OY.9741V22401,(AOH)(TF)Batt Box ASM (R) Rev1 for Venus 224,2,2,0,0,0,0,0,0
AMDP0094,OY.9741V22411,(AOH)(TF)Batt Box ASM (L) Rev1 for Venus 224,0,0,0,0,0,0,0,0
AMDP1000,NS.POWER CONNECTOR UPOWER OPUT,,0,0,0,0,0,0,0,0
AMDP1001,OY.1702041009,CABL DIN CONNECTOR TO 4 WIRE 1M SUITABLE FOR UPOWER,0,0,0,0,0,0,0,0
AMDP1002,OY.1702021001,CABLE LACKABLE 2.5MM DC CONNECTOR 1M 2 WIRE SUITABLE FOR UPOWER,35,35,0,0,0,0,0,0
AMDP1003,OY.9741UP2200,Case for uPower pro22,30,30,0,0,0,0,0,0
AMDP1005,EL.HB5204,Junction box,17,17,0,0,0,0,0,0
AMDP1006,SK.HP-T630 CONNNECTOR/LEAD,,50,50,0,0,0,0,0,0
AMDP1007,EL.PP0507,Repair Parts,0,0,0,0,0,0,0,0
AMDP1008,NS.BP CONNECTORS,Repair Parts,0,0,0,0,0,0,0,0
AMDP1009,EL.HB6015,Repair Parts,34,34,0,0,0,0,0,0
AMDP1011,SK.CIG SKT TO LEAD,,0,0,0,0,0,0,0,0
AMDP1012,AM.DCA50630,AMPEC 4-pin Staright Cut 1.2m,7,7,0,0,0,0,0,0
AMDP1013,OY.2099666600,(AOH)(TF)HF Label.59x16.5x0.4mm ??SONY.T4000.POWERSTATION battery LED.label.for XL for Venus series,1100,1100,0,0,0,0,0,0
AMDP1014,OY.1996PC4000,(AOH) (TF) Magnet.30*5*1mm. (N50).PCEye 4 (Venus24* Series),0,0,0,0,0,0,0,0
AMDP1015,NS.PP2006 ADPT CIG LIGHTER PLG - 2SKT W/LEAD 150MM,,0,0,0,0,0,0,0,0
AMDP1999,OY.OPT-999,,0,0,0,0,0,0,0,0
AMDP2000,NS.SAMSUNG 860EVO 256GB SSD,256GB SSD,0,0,0,0,0,0,0,0
AMDP999,OY.3IN1-CARTON,VF External Protective carton to hold 3 VF Tablet Cartons,0,0,0,0,0,0,0,0
AMDV243.DEMO,OY.VENUS-223ET,"VENUS 232 Wit XL Batteries ( Demo unit) +PSU (i7,8gram,512GBSSD, Wi-fi)",1,1,0,0,0,0,0,0
APFI13A,II.10B-1131001005 (13A PLATE),,0,0,0,0,0,0,0,0
APS1020,AG.EA-3030 Clear Silicone EA/EK Tube,,0,0,0,0,0,0,0,0
APS2620,GI.MICR/02-S1/70 BLACK,,1056,1056,0,0,0,0,0,0
APW2000,ES.129156050-00 (RED 15MM),,0,0,0,0,0,0,0,0
APW2100,ES.129186050-01 (GREEN 18MM),,0,0,0,0,0,0,0,0
APW2150,ES.3074106050044 (YELLOW 10M),,0,0,0,0,0,0,0,0
APW3000,ES.175186050-00 (18 MM GREEN),COC Required per shipment. Label must shop MMX lot number.,5000,5000,0,0,0,0,0,0
APW3010,ES.172156050-00 (15MM RED),COC Required per shipment. Label must shop MMX lot number.,5000,5000,0,0,0,0,0,0
AS0031,NS.NPORT 5450,,1,1,0,0,0,0,0,0
AS0040,NS.AIR6N0-C-MB NX w/Orin 16GB module PCBA,,1,1,0,0,0,0,0,0
AS0050,DS.EPS-24026-104,Epsilon 26-Port GigE Switch 24 Cu 2 SFP 104 Size -40/+85C,0,0,0,0,0,0,0,0
AS0051,DS.CK-EPS24026,"Cable Kit, EPS-24026 26-Port Gigabit Ethernet Switch",0,0,0,0,0,0,0,0
AS0060,NS.VI-JW0-CX,,2,2,0,0,0,0,0,0
AS0061,NS.VI-JW1-CW,,2,2,0,0,0,0,0,0
AS0062,NS.HDMI2.0 to SDVoE-C,1CH HDMI2.0 Transmitter ( Copper ),1,1,0,0,0,0,0,0
AS0063,NS.SDVoE to HDMI2.0-C,1CH HDMI2.0 Receiver ( Copper ),2,2,0,0,0,0,0,0
AS0066,NS.PICO UPS-120-ATV,,2,2,0,0,0,0,0,0
AS0070,NS.MST8517 MICROSOFT KBD MOUSE,,0,0,0,0,0,0,0,0
AS0077,DS.C-EPS8000-KIT,,1,1,0,0,0,0,0,0
AS00775,DS.EPS-8100,,0,0,0,0,0,0,0,0
AS00778,DS.EPS-12000-CM,,1,1,0,0,0,0,0,0
AS0078,DS.EPSM-10GX4-02-L3,Compact Managed 28-Port Rugged Gigabit Ethernet Switch Module,0,0,0,0,0,0,0,0
AS00781,DS.6883164,Switch Heat Spreader,0,0,0,0,0,0,0,0
AS00782,DS.6980524,"Cable, External Battery, Molex Spox 2 Pos to Tinned Leads, 12”L",0,0,0,0,0,0,0,0
AS0087,MM.VMC SAMPLE RUGGED IP67,,1,1,0,0,0,0,0,0
AS0088,MM.EM770W PCI,,4,4,0,0,0,0,0,0
AS0089,MM.U.FL-RPSMABULK-100MM,,4,4,0,0,0,0,0,0
AS0094,NS.VI-JWL-EX,,2,2,0,0,0,0,0,0
AS0101,AX.APC-3797AT-08,,1,1,0,0,0,0,0,0
AS01012,AX.APC-38152-E1 BOT IO+WIN7PRO,,0,0,0,0,0,0,0,0
AS0152,AR.MATRIX-504D LINUX CTR,,1,1,0,0,0,0,0,0
AS0154,DS.DS-MPE-OPT4485,,0,0,0,0,0,0,0,0
AS0161,AL.RB-910-S,,0,0,0,0,0,0,0,0
AS0163,FM.OP6A25DXF20R,,1,1,0,0,0,0,0,0
AS0164,FM.EP7 A R F20,,1,1,0,0,0,0,0,0
AS0165,AL.SP2-15WP-TGL-MMX,"SP2-15WP-TGL, i3-1115G4E, 15.6” FHD, PCAP touch, 8GB RAM, 128GB SSD, heatsink, WIn10 IoT pre-load +license, Mount clips (33-50003-0000-A0)_ 14 pcs, Rear cover (91-95338-2010), Power adapter (31-62163-1000-A0), Internal Power cable (30-21999-0000-A0), Power cord_ANZ (30-00023-0000)",0,0,0,0,0,0,0,0
AS0167,ST.PV100-200-1000 24VDC,,1,1,0,0,0,0,0,0
AS0172,AL.SP-10W03-NI,,0,0,0,0,0,0,0,0
AS0173,ST.PV100-100-600 24VDC,,6,6,0,0,0,0,0,0
AS0174,ST.D60-240-24VDC IEC,,3,3,0,0,0,0,0,0
AS0175,ST.D60-240-15VDC IEC,,0,0,0,0,0,0,0,0
AS0176,ST.D60-240-12VDC IEC,,40,40,0,0,0,0,0,0
AS0179,AP.HDLC104-EXT,,2,2,0,0,0,0,0,0
AS0180,AP.CABLE-HDLC104,,1,1,0,0,0,0,0,0
AS0182,AL.MXC-6302D/M8G 1PCI+1PCIEX16,,0,0,0,0,0,0,0,0
AS0189,NS.HAE75-24S12W-PTDR,,1,1,0,0,0,0,0,0
AS0192,AL.LITTLE BOARD DEV KIT,,1,1,0,0,0,0,0,0
AS0195,AL. SSD 32GB ADLINK 29-67200-L400,,0,0,0,0,0,0,0,0
AS0197,AL.t2nanoX-BT-E3845-2G/8GB-ETT,,0,0,0,0,0,0,0,0
AS0205,AL.ACL-102100-1,,0,0,0,0,0,0,0,0
AS0218,AL.PCI-6208V-GL,,0,0,0,0,0,0,0,0
AS02245,AL.AC-DC ADAPTER 160 WATTS,,2,2,0,0,0,0,0,0
AS0227,AL.DIN-68S-01,,0,0,0,0,0,0,0,0
AS02285,AL.DAQE-2213,,0,0,0,0,0,0,0,0
AS0239,AL.MXE-1010/M2G/SSG32G,,1,1,0,0,0,0,0,0
AS0243,AL.OPE150FBU 15 RES TOUCH MON,,0,0,0,0,0,0,0,0
AS02431,MF.OPE1503FBU,"15"", 1024x768, VGA/DVI/HDMI",2,2,0,0,0,0,0,0
AS0245,AL.MI-960 IPC LESS SSD,,1,1,0,0,0,0,0,0
AS0249,AL.MXC-6201D,,0,0,0,0,0,0,0,0
AS0249E,AL.MXC-6201D + ETT + FAN,,0,0,0,0,0,0,0,0
AS0268,AL.LT-19K VGA+DVI+HDMI,,1,1,0,0,0,0,0,0
AS0275,AL.MXE-1301/M2G/SSD32G+ETT W7P,,0,0,0,0,0,0,0,0
AS02813,AL.20-C1F0C-0030 CONNECTOR,,6,6,0,0,0,0,0,0
AS0285,AL.MXC-2011D/M2G/HDD320G+XP PR,,2,2,0,0,0,0,0,0
AS0296,MM.DIN-RAIL MOUNTING KIT,,1,1,0,0,0,0,0,0
AS0300,AX.W.F.CONN USB  Y CABLE_,M12 8P(F)/USBA(F)/ CB-0119/L=3M,0,0,0,0,0,0,0,0
AS0301,"AR.MATRIX-510 8XRS232, 180MZH",,1,1,0,0,0,0,0,0
AS0306,AL.NEON POWER & DI/O CABLE,,1,1,0,0,0,0,0,0
AS0311,AL.CM-920-X-01,,1,1,0,0,0,0,0,0
AS0314,MM.CONNNECDIM GATEWAY G1,,0,0,0,0,0,0,0,0
AS0315,MM.CONNECDIM RS232 CABLE,,0,0,0,0,0,0,0,0
AS0316,MM.NRE CHARGES,,0,0,0,0,0,0,0,0
AS0326,CN.PXG204,,1,1,0,0,0,0,0,0
AS03265,AL.4010- CJ CPU COOLER W/FAN,,1,1,0,0,0,0,0,0
AS0331,AL.CPS-H640/48,,0,0,0,0,0,0,0,0
AS0335,NS.XPC1201578 ( EACH),,10,10,0,0,0,0,0,0
AS03378,AL.MXE-5403/4G/128G/WIN10,,1,1,0,0,0,0,0,0
AS0339,AL.LEC-BTS-HS,This should only be purchased with the AS0423.,8,8,0,0,0,0,0,0
AS0340,AL.LEC-BTS4-4G-ER -40+85,,0,0,0,0,0,0,0,0
AS0342,AL.LEC-EL-6211E-4G-32G-ER,SMARC 2.1 LEC-EL-6211E-4G-32G-ER DUAL CORE Elkhart Lake x6211E 4GB LPDDR4 32GB eMMC -40/85C,1,1,0,0,0,0,0,0
AS0352,AX.W.F.CONN LAN CABLE_,M12 8P(F)+RJ45(8P8C)/ CB-0120/L=3M,3,3,0,0,0,0,0,0
AS0356,AL.MXE-201,,1,1,0,0,0,0,0,0
AS0359,AL.cPCI-6930D/2448/M12G,,0,0,0,0,0,0,0,0
AS0361,AL.SMARC CONN. 61-56630-3140,,0,0,0,0,0,0,0,0
AS03661,CN.CCG008,,0,0,0,0,0,0,0,0
AS03673,CN.CCG017,,0,0,0,0,0,0,0,0
AS0369,AL.WI-FI KIT FOR MXE-100I,,3,3,0,0,0,0,0,0
AS0373,AL.DDR3L 1600 204P 2GB,,1,1,0,0,0,0,0,0
AS0374,AL.4GB DDR3L 1600 SODIMM RAM,,1,1,0,0,0,0,0,0
AS0378,AL.CM2-BT2-E3825,,4,4,0,0,0,0,0,0
AS0378A,AL.CM2-BT2-TM-10 (Heat Sink suit AS0378),,0,0,0,0,0,0,0,0
AS0379,AL.CM2-BT2-X-10 (Cable Kit),,0,0,0,0,0,0,0,0
AS03815,AL.AMITX-BT-I-J1900,,1,1,0,0,0,0,0,0
AS03818,AL.AMITX-IB-I,,1,1,0,0,0,0,0,0
AS03825,AL.AMITX-SL-G-H110,,1,1,0,0,0,0,0,0
AS03827,"AL.LGA1150 CPU COOLER,",,1,1,0,0,0,0,0,0
AS03845,AL.CORE I3-6100TE 2.7GHZ,,1,1,0,0,0,0,0,0
AS0401,MM.UPS FOR IGC,,1,1,0,0,0,0,0,0
AS0404,AL.DDR3L 1333 204P 2B,,1,1,0,0,0,0,0,0
AS0407,AL.DDR3 1600 204P 8 GB IND,,0,0,0,0,0,0,0,0
AS0415,CN.MPG104,,0,0,0,0,0,0,0,0
AS04151,CN.MPG112,"Mini PCI-Express GbE card, includes 1 x Gigabit Ethernet port. Connected via PCI Express. Vertical connector",2,2,0,0,0,0,0,0
AS0416,CN.PSG013,,0,0,0,0,0,0,0,0
AS04171,CN.AGX001,,0,0,0,0,0,0,0,0
AS04172,CN.XHG305,,1,1,0,0,0,0,0,0
AS041721,CN.XHG309,Active Thermal Heatsink for the NVIDIA® Jetson Nano® Module,0,0,0,0,0,0,0,0
AS04173,CN.XHG312,,0,0,0,0,0,0,0,0
AS0417305,CN.XHG311,Jetson NX Passive Heatshrink,0,0,0,0,0,0,0,0
AS04174,CN.XHG310,,5,5,0,0,0,0,0,0
AS04175,CN.AGX101,,0,0,0,0,0,0,0,0
AS0420,DS.MPE-GPIO,,6,6,0,0,0,0,0,0
AS0423,AL.LEC-BTS2-2G-ER,This should only be purchased with the AS0339.,0,0,0,0,0,0,0,0
AS0424,AL.LEC-EL-6211E-4G-32G-CT,"SMARC 2.1 LEC-EL-6211E-4G-32G-CT , DUAL CORE Elkhart Lake x6211E 4GB LPDDR4 32GB eMMC 0/60dC",0,0,0,0,0,0,0,0
AS0426,AL.ETX-BT-E3815,,1,1,0,0,0,0,0,0
AS0428,AL.T2EXPRESS-HLE-I7-4700EQ AVI,,0,0,0,0,0,0,0,0
AS0429,AL.T2EXPRESS-BD74-D1539,,0,0,0,0,0,0,0,0
AS0430,AL.DDR3L 1600 204P 8GB W/ECC I,,4,4,0,0,0,0,0,0
AS0431,AL.T2Express-BD7-D1539,,0,0,0,0,0,0,0,0
AS04311,AL.Express-BD7-D1539,,0,0,0,0,0,0,0,0
AS0438,AL.RB CORE I3-3120ME,,0,0,0,0,0,0,0,0
AS0439,SI.S302-F4/10/2G-144/0B-Z0-113,,0,0,0,0,0,0,0,0
AS04391,SI.S302-F4/16/2R-124/0B-AO,,0,0,0,0,0,0,0,0
AS0440,SI.MM PLATE TO SUIT AS0439,,1,1,0,0,0,0,0,0
AS04431,CN.CKG009,,0,0,0,0,0,0,0,0
AS04432,CN.CCG070,,0,0,0,0,0,0,0,0
AS0450,"AL.T2ETX-BT-E3815/EXTEL,REV A3",,0,0,0,0,0,0,0,0
AS0451,"AL.T2ETX-BT-E3815/EXTEL,REV B4, 91-7116-464S",,59,59,0,0,0,0,0,0
AS0488,SI.S302-F4/06/0G-100/0B-N0 (F141 = I),,0,0,0,0,0,0,0,0
AS0489,SI.S302-F5/06/0G-100/0B-N0 (F141=I),,0,0,0,0,0,0,0,0
AS0490,VR.VERIBOX-MINI,,0,0,0,0,0,0,0,0
AS0490-NB,VR.VERIBOX-MINI- NO BATTERY,,4,4,0,0,0,0,0,0
AS0492,VR.4G Engine for VERIBOX-MINI,,5,4,0,0,0,0,1,0
AS0493,VR.DOUBLE PACK BATTERIES,,30,20,0,4,2,1,2,1
AS0497,VR.VERICOM 915MHZ PULSE 2 INP,,5,5,0,0,0,0,0,0
AS04975,VR.ADD-ON ANALOGUE BOARD,,2,2,0,0,0,0,0,0
AS0498,VR.DATA CONCENTRATOR 3 G,,1,1,0,0,0,0,0,0
AS0499,VR.MASTER NODE 915MHZ,,1,1,0,0,0,0,0,0
AS05005,DS.CK-EPS12000,,1,1,0,0,0,0,0,0
AS0501,DS.EPS-8100-XT,"8-Port Gigabit Ethernet Switch with heatspreader, PC/104 form factor, ~40°C to +85°C operating temperature",0,0,0,0,0,0,0,0
AS05011,DS.EPS-24G4X-L3,"Epsilon Ethernet Switch, 24 10/100/1000 Copper Ports, 4 10G SFP+ ports, IStaX Layer 3 Software",0,0,0,0,0,0,0,0
AS05012,DS.CK-EPS24G2X-01,,4,4,0,0,0,0,0,0
AS05013,DS.EPS-24G4X-02,"Epsilon Ethernet Switch, 24 10/100/1000 Copper Ports, 4 10G SFP+ ports, WebStaX Layer 2+ Software, VSC7468YIH-02",6,6,0,0,0,0,0,0
AS05015,"DS.ATH4-E3950-8G128A  Athena IV SBC, E3950 CPU, 8GB RAM, 128GB eMMC, with DAQ",,0,0,0,0,0,0,0,0
AS050155,"DS.SDK-ATH4-E3950-8G128A-LNX64  Software Dev Kit, Athena IV SBC, E3950 CPU, 64GB eMMC, Linux 64-bit OS",,0,0,0,0,0,0,0,0
AS05016,"DS.CK-ATH4-01 Cable Kit, Athena IV SBC",,0,0,0,0,0,0,0,0
AS050165,DS.DMM-16R-AT Diamond-MM-16R-AT Autocalibrating Analog I/O PC/104 Module,,0,0,0,0,0,0,0,0
AS0502,AX.APC-38XXX(APC-38MAX),,1,1,0,0,0,0,0,0
AS0503,DS.EPS-8130-XT,"Epsilon 8-Port Managed Gigabit Ethernet Switch, Heat Spreader",1,1,0,0,0,0,0,0
AS0506,ID.USB TO DUAL CAN BUS 2.0B,,1,1,0,0,0,0,0,0
AS0508,ID.EMPV-1201-W1,,0,0,0,0,0,0,0,0
AS05081,ID.EMPV-1201-W1-Z25,,1,1,0,0,0,0,0,0
AS0509,ID.7W9000000020,,0,0,0,0,0,0,0,0
AS05091,ID.DEM28-01TDD1EWAQF,,0,0,0,0,0,0,0,0
AS05092,ID.DEM28-C12DD1EWAQF-Z25,,0,0,0,0,0,0,0,0
AS0510,CN.CBG145,,0,0,0,0,0,0,0,0
AS05100,CN.CBG247 MICRO USB TO USB,,1,1,0,0,0,0,0,0
AS05105,CN.CBG191,DB9 to 10-pin Header 2mm.  For use with MPG003 and MPG004,0,0,0,0,0,0,0,0
AS0511,CN.CBG113,,0,0,0,0,0,0,0,0
AS05110,CN.CBG288,,0,0,0,0,0,0,0,0
AS05112,CN.CBG258,2 X 6 Pin Header for Flying leads,0,0,0,0,0,0,0,0
AS0512,CN.CBG125,,0,0,0,0,0,0,0,0
AS05121,CN.CBG341 FAKRA CABLE,,0,0,0,0,0,0,0,0
AS0516,AL.4GB DDR3L 1600 SO-DIMM,,1,1,0,0,0,0,0,0
AS0518,AL.HTS-EBT-B,,32,32,0,0,0,0,0,0
AS0519,AL.HTS-sEL,HEATSPREADER for LEC-EL HTS-sEL,1,1,0,0,0,0,0,0
AS0521,AL.2.5 SATA SSD 64GB,,1,1,0,0,0,0,0,0
AS05235,JK.128 MB DOC,,1,1,0,0,0,0,0,0
AS0525,MM.3G KIT FOR GW,,0,0,0,0,0,0,0,0
AS0526,QM.QPC-5004/I5-5200U 4GB 64SSD,,1,1,0,0,0,0,0,0
AS0527,EL.AA0504 AUDIO AMPLIFIER,,0,0,0,0,0,0,0,0
AS0528,EL.YN8075 VIDEO SPLITTER,,0,0,0,0,0,0,0,0
AS0533,CN.ASG001,,0,0,0,0,0,0,0,0
AS0534,CN.XBG201,,0,0,0,0,0,0,0,0
AS05351,CN.CMG503-21,NVIDIA Jetson TX2,0,0,0,0,0,0,0,0
AS0536,AL.MXE-101I/BSCH,,0,0,0,0,0,0,0,0
AS0537,TM.VT-12-NC-0128,,0,0,0,0,0,0,0,0
AS0538,TM.VT-KIT-GSKT,,0,0,0,0,0,0,0,0
AS0539,TM.VT-PARTS-KIT-6B,,0,0,0,0,0,0,0,0
AS0540,TM.RUB-EBX-1.2,,0,0,0,0,0,0,0,0
AS0544,GO.EHS6T-USB A100,,0,0,0,0,0,0,0,0
AS05440,GO.EHS6T-USB A400,,0,0,0,0,0,0,0,0
AS05441,GO.PLS62T-W USB,,0,0,0,0,0,0,0,0
AS0545,CN.CCG012,,0,0,0,0,0,0,0,0
AS05465,CN.CKG037 CABLE KIT,,0,0,0,0,0,0,0,0
AS0547,CN.CCG020,,2,2,0,0,0,0,0,0
AS0549,AL.T2EXPRESS-HLE-I5-4402E AVI,,0,0,0,0,0,0,0,0
AS0550,AX.POWER ADAPTER/12V/60W M12,,1,1,0,0,0,0,0,0
AS0551,NS.MP2W-RPSMA V2.2,,1,1,0,0,0,0,0,0
AS0559,MM.PR816P2F2-12R-4,,12,12,0,0,0,0,0,0
AS0561,AL.OPE1703FBU,,1,1,0,0,0,0,0,0
AS0562,AL.MXE-5403 SENSOR DYNAMIC >,,0,0,0,0,0,0,0,0
AS0563,GO.DSB75 DEVELOPMENT BOARD,,1,1,0,0,0,0,0,0
AS0564,GO.AH3/AH6 ADAPTOR BOARD,,1,1,0,0,0,0,0,0
AS0565,GO.MULTI ADAPTOR BOARD,,5,5,0,0,0,0,0,0
AS0566,GO.EHS6 EVALUATION MODULE,,0,0,0,0,0,0,0,0
AS0567,GO.EHS8 EVALUATION MODULE,,0,0,0,0,0,0,0,0
AS0568,GO.PHS8P REL.3 EVALUATION MOD,,5,5,0,0,0,0,0,0
AS0569,GO.EHS6T-LAN,,3,3,0,0,0,0,0,0
AS05701,CN.MPG003,"Mini PCI-Express isolated serial card, includes 2 x RS-232/422/485 serial ports. Latching Vertical connector.  Connected via Mini PCIe UART. RoHS complaint.",0,0,0,0,0,0,0,0
AS057011,CN. MPG013,,0,0,0,0,0,0,0,0
AS0572,AL.HTS-nXBT-B nanoX HEATSPREAD,,1,1,0,0,0,0,0,0
AS0574,MM.MTV-100,,0,0,0,0,0,0,0,0
AS0579,GO.EHS6 REL.3 MODULE,,8,8,0,0,0,0,0,0
AS0580,GO.EHS8 REL.3 MODULE,,0,0,0,0,0,0,0,0
AS0581,GO.PH8P REL.3.3 MODULE,,0,0,0,0,0,0,0,0
AS0582,GO.PHS8P REL.3.3 MODULE,,10,10,0,0,0,0,0,0
AS0585,MM.CR34 3G/4G ROUTER,,0,0,0,0,0,0,0,0
AS0586,CN.ASG002,,0,0,0,0,0,0,0,0
AS0588,CN.ASG003,,0,0,0,0,0,0,0,0
AS0589,AL.CEXPRESS-SL-I3-6100U -40+85,,0,0,0,0,0,0,0,0
AS0590,AL.HTS-CSL-B,,1,1,0,0,0,0,0,0
AS0591,GO.ELS61-AUS,,0,0,0,0,0,0,0,0
AS0592,GO.ELS61-AUS EVALUATION MODULE,,48,48,0,0,0,0,0,0
AS0593,CN.CKG043,,0,0,0,0,0,0,0,0
AS0596,AL.MXE-5501/32G,,0,0,0,0,0,0,0,0
AS0597,AL.SSD-512G MLC,,0,0,0,0,0,0,0,0
AS05991,AL.MXE-5503/M8G WITH WIN.10T,,0,0,0,0,0,0,0,0
AS0600,AL.29-68400-7470 4G RAM,,0,0,0,0,0,0,0,0
AS0601,AL.TPC-41041-0470,"Consists of: AS06971 MXE-1501/M8G Integrated Fanless Embedded Computer Intel® Celeron® N3160/ N3060 SoC, 8G DDR3L SODIMM, VGA, DP, 3x GbE, 4x COM, 8DIO, 2x  USB3, 4+1x USB2, 2.5"" SATA, CFast, mPCIe, I2C, 6-36V, 210 x 170 x 53 mm  AS06972 AL.92-56087-0010  AS9022 MM.Windows® 10 IoT Enterprise 2019 LTSC Value (ESD) PKEA license",0,0,0,0,0,0,0,0
AS0602,MM.ANTENNA 3G 5DB,,13,13,0,0,0,0,0,0
AS0603,AL.MXE-5502/DWN,,2,2,0,0,0,0,0,0
AS0604,MM.CFG-CA02,2dBI Panorama PWB-BC3G-38 Terminal Antenna GSM/3G/4G/5G.,0,0,0,0,0,0,0,0
AS0605,NS.POWER PIGTAIL FOR EHS6T,,1,1,0,0,0,0,0,0
AS0606,CN.MPG107,,0,0,0,0,0,0,0,0
AS06064,CN.MPG901,,8,8,0,0,0,0,0,0
AS06065,CN.MPG902,,1,1,0,0,0,0,0,0
AS0607,NS.POWER SUPPLY TO SUIT EHS6T,,1,1,0,0,0,0,0,0
AS0608,AL.AC-DC ADAPTER 40W,,0,0,0,0,0,0,0,0
AS0610,NS.BEP-506H,,5,5,0,0,0,0,0,0
AS0617,QM.QDSP-300/I5-5200U 4G 64GSSD,,0,0,0,0,0,0,0,0
AS0619,AL.SSD-16GB MSATA MLC,,10,10,0,0,0,0,0,0
AS0622,AL.CM3-430-R-12D-ETT,,0,0,0,0,0,0,0,0
AS0624,AL.HTS-SL-B HEAT SPREADER,,0,0,0,0,0,0,0,0
